Base Pay,Job Role,Skills,Base Pay Range,sex,age,Mother_education,Father_education,Mother_job,Father_job,studytime,backlogs,tuition,pursue_higher_studies,Internet_usage,absences,SSC,HSC,Grad
75000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,23,2,1,Public,Teacher,1,0,Yes,Yes,Yes,3,10,11,12
44000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,27,3,0,Teacher,Teacher,3,1,No,Yes,No,15,15,16,17
42000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Female,22,0,3,Public,Public,1,0,Yes,Yes,No,7,13,11,12
88000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,29,2,1,Health,Public,2,0,Yes,Yes,Yes,4,10,11,12
39000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,2,1,Public,Public,3,0,No,Yes,Yes,7,16,14,15
58000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Female,25,1,3,Public,Public,1,0,Yes,Yes,Yes,4,11,12,13
75000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,24,3,0,Public,Health,4,0,No,Yes,Yes,12,17,14,16
34000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Female,22,0,1,Public,Public,1,0,Yes,Yes,No,3,10,10,12
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,3,0,Public,Teacher,2,1,No,Yes,Yes,6,10,11,16
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,30,2,1,Public,Public,3,0,Yes,Yes,Yes,7,16,14,15
51000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,2,1,Public,Public,3,0,Yes,Yes,Yes,9,16,14,15
48000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,27,3,0,Teacher,Teacher,3,1,No,Yes,No,15,15,16,17
32000,Clerk,"Organizational Skills, Attention to Detail, Computer Skills, Communication, Time Management",10000-15000,Female,22,0,1,Public,Public,1,0,Yes,Yes,Yes,10,13,16,17
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,30,3,1,Public,Public,2,0,Yes,Yes,Yes,2,10,11,12
43000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,15,16,17
38000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,27,2,1,Health,Public,1,0,Yes,Yes,Yes,2,12,10,12
37000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,22,1,3,Other,Teacher,1,1,No,Yes,No,2,13,11,12
28000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,26,2,1,Public,Public,4,0,Yes,No,Yes,3,9,10,11
75000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,3,0,Public,Teacher,2,0,No,Yes,Yes,4,14,12,16
32000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,1,3,Other,Teacher,1,0,Yes,Yes,No,0,13,11,14
39000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,0,2,Public,Public,1,0,Yes,Yes,Yes,10,13,14,13
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Public,Teacher,4,1,No,Yes,No,14,16,16,18
50000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,1,2,Teacher,Teacher,2,1,Yes,Yes,Yes,9,14,15,16
68000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,27,1,2,Health,Health,3,1,No,Yes,No,15,17,15,16
66000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,24,2,1,Public,Health,1,0,Yes,Yes,Yes,3,10,11,12
42000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,0,2,Health,Health,3,1,Yes,Yes,Yes,5,15,13,17
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,25,1,2,Health,Public,3,0,No,Yes,Yes,10,14,14,13
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,24,3,0,Public,Health,2,1,No,Yes,Yes,3,15,13,14
52000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,30,1,2,Public,Public,2,1,Yes,Yes,Yes,5,14,12,13
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,25,0,1,Public,Public,3,0,Yes,Yes,Yes,8,13,16,17
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,2,0,Public,Public,2,0,No,Yes,Yes,9,17,12,13
52000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,0,2,Other,Teacher,1,1,Yes,Yes,Yes,10,13,15,16
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,24,0,3,Other,Health,1,1,No,Yes,Yes,5,14,15,16
72000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,3,0,Teacher,Other,2,1,Yes,Yes,Yes,7,13,15,16
36000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,1,3,Other,Teacher,1,1,Yes,Yes,No,2,13,11,14
25000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,28,2,1,Public,Public,4,0,Yes,No,Yes,4,9,10,11
38000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Female,24,0,3,Other,Health,1,1,Yes,Yes,Yes,9,13,15,18
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,30,3,1,Public,Teacher,2,1,Yes,Yes,Yes,5,18,12,13
70000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Female,23,2,1,Public,Public,3,0,Yes,Yes,Yes,8,12,13,14
39000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,21,1,3,Other,Teacher,1,0,Yes,Yes,No,0,13,11,14
95000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,25,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,21,1,3,Other,Teacher,1,0,Yes,Yes,Yes,10,13,16,19
35000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,26,1,2,Health,Teacher,3,1,No,Yes,Yes,12,14,15,16
38000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Female,25,1,2,Public,Public,1,0,Yes,Yes,Yes,10,13,16,17
50000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,30,2,1,Public,Public,2,0,Yes,Yes,Yes,7,11,12,13
88000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,27,2,1,Public,Health,2,0,Yes,Yes,Yes,4,11,12,13
57000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
65000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,3,0,Teacher,Other,2,1,Yes,Yes,Yes,8,13,16,17
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,26,0,3,Teacher,Teacher,3,0,Yes,Yes,Yes,6,13,16,18
35000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,23,1,3,Other,Teacher,1,1,Yes,Yes,No,1,13,11,14
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,30,2,1,Public,Public,3,0,No,Yes,Yes,6,15,14,16
85000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,24,0,3,At Home,Health,1,1,No,Yes,Yes,5,12,15,18
40000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,2,1,Public,Public,3,0,No,Yes,Yes,7,15,14,15
53000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,0,2,Other,Teacher,1,1,Yes,Yes,No,0,14,11,13
48000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,20,2,1,Public,Public,4,0,Yes,No,Yes,4,10,11,11
34000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,3,0,Teacher,Teacher,3,1,No,Yes,No,12,15,16,17
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,24,2,1,Public,Public,1,0,Yes,Yes,Yes,2,11,12,13
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,28,3,0,Public,Teacher,4,1,No,Yes,Yes,12,16,11,16
25000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,2,1,Public,Public,4,0,Yes,No,Yes,3,9,10,11
65000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,2,1,Public,Health,2,0,Yes,Yes,Yes,3,10,11,12
35000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Male,22,1,3,Public,Public,1,0,No,Yes,Yes,1,15,16,17
80000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,29,0,2,Health,Health,3,0,Yes,Yes,Yes,1,15,16,17
55000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,25,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
32000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Female,22,1,3,Public,Public,1,0,Yes,Yes,No,7,13,11,12
58000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,27,1,3,Teacher,Health,3,1,No,Yes,Yes,10,17,15,16
95000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,28,1,2,Public,Health,1,0,Yes,Yes,Yes,6,13,14,15
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,23,1,3,Other,Teacher,1,1,Yes,Yes,No,1,13,11,14
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,26,0,1,Public,Public,2,0,Yes,Yes,Yes,3,10,11,12
52000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,29,3,1,Teacher,Teacher,2,1,Yes,Yes,Yes,10,14,15,16
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,0,2,Other,Teacher,1,1,Yes,Yes,Yes,5,13,15,16
55000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,23,2,1,Public,Public,3,0,Yes,Yes,Yes,8,12,13,14
86000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,31,0,2,Health,Health,3,1,Yes,Yes,Yes,3,18,15,16
53000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
44000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,0,2,Health,Teacher,1,1,Yes,Yes,No,0,13,12,13
30000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,23,2,1,Public,Public,3,0,Yes,Yes,Yes,9,15,14,15
62000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,1,2,Public,Health,1,1,Yes,Yes,Yes,5,14,15,16
39000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,27,0,1,Public,Public,1,0,Yes,Yes,Yes,10,13,14,15
88000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,27,2,1,Public,Health,2,0,Yes,Yes,Yes,4,11,12,13
65000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,24,2,1,Teacher,Teacher,2,0,Yes,Yes,No,7,11,12,13
50000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,25,2,2,Health,Health,3,0,Yes,Yes,Yes,7,16,14,15
73000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,27,2,1,Public,Teacher,1,0,Yes,Yes,Yes,3,10,11,12
50000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,20,2,2,Public,Public,4,1,Yes,No,No,3,14,13,14
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Male,23,0,2,Public,Health,1,1,Yes,Yes,Yes,11,14,15,16
90000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,28,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
39000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,3,0,Teacher,Teacher,3,1,No,Yes,No,12,15,16,17
25000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,28,2,1,Public,Public,4,0,Yes,No,Yes,3,9,10,11
45000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,30,2,1,Public,Public,3,0,Yes,Yes,Yes,9,16,14,15
30000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,20,1,3,Other,Teacher,1,0,Yes,Yes,No,0,13,12,14
72000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,26,0,2,Health,Health,2,1,Yes,Yes,Yes,5,15,13,15
51000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,25,2,2,Health,Health,3,0,Yes,Yes,Yes,6,18,14,15
74000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Female,27,2,1,Public,Health,1,0,Yes,Yes,Yes,3,10,11,12
42000,Technician,"Technical Skills, Problem-Solving, Attention to Detail, Manual Dexterity, Communication",10000-20000,Female,24,3,0,Teacher,Public,2,0,No,Yes,Yes,4,15,13,14
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,22,2,2,Public,Teacher,1,1,Yes,Yes,No,7,13,11,14
58000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,23,2,2,Public,Teacher,3,1,Yes,Yes,Yes,10,14,15,18
87000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,25,0,3,At Home,Health,1,1,No,Yes,Yes,6,12,15,18
52000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Female,26,3,0,Teacher,Teacher,3,1,No,Yes,No,13,14,15,16
37000,Teacher,"Subject Knowledge, Communication, Patience, Creativity, Classroom Management",30000-40000,Female,24,3,0,Teacher,Public,2,0,No,Yes,Yes,4,15,13,14
50000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,26,0,1,Public,Public,2,1,Yes,Yes,Yes,11,14,12,13
48000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,25,0,2,Public,Public,1,0,Yes,Yes,Yes,8,13,15,16
25000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,24,2,1,Public,Public,4,0,Yes,No,Yes,4,9,10,11
40000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,24,2,1,Health,Health,3,0,Yes,Yes,Yes,9,16,14,15
90000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,28,1,2,Teacher,Teacher,3,0,Yes,Yes,Yes,8,13,14,15
55000,Manager,"Leadership, Project Management, Decision-Making, Communication, Time Management",70000-90000,Female,26,0,2,Public,Public,2,0,Yes,Yes,Yes,8,11,12,13
38000,Salesperson,"Communication, Negotiation, Customer Service, Persuasion, Networking",20000-30000,Male,22,2,2,Public,Teacher,3,1,Yes,Yes,No,5,16,15,16
78000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Female,27,1,2,At Home,Health,1,1,Yes,Yes,Yes,8,13,16,17
58000,Doctor,"Medical Knowledge, Patient Care, Critical Thinking, Attention to Detail, Communication",60000-80000,Male,26,1,3,Health,Health,2,0,Yes,Yes,No,1,17,11,14
60000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,25,1,2,Public,Health,2,1,Yes,Yes,Yes,8,15,14,15
42000,Engineer,"Technical Skills, Mathematics, Project Management, Communication, Critical Thinking",40000-50000,Male,27,1,2,Health,Health,2,1,Yes,Yes,Yes,5,14,12,17
